State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total day minutes (normalized)
ID,55,510,No,Yes,8,222.5,104.0,37.83,171.5,94.0,14.58,377.5,114.0,16.99,9.7,2,2.62,1.0,False,0.6342645381984037
LA,111,415,No,Yes,28,128.8,104.0,21.9,157.3,52.0,13.37,147.4,76.0,6.63,10.3,2,2.78,2.0,False,0.36716077537058156
GA,160,415,No,No,0,174.3,105.0,29.63,171.3,107.0,14.56,220.8,131.0,9.94,8.3,2,2.24,0.0,False,0.4968643101482326
FL,110,415,No,No,0,242.5,110.0,41.23,162.3,140.0,13.8,184.1,86.0,8.28,7.8,3,2.11,4.0,False,0.6912770809578107
CO,192,415,No,No,0,221.6,101.0,37.67,285.2,50.0,24.24,167.4,83.0,7.53,12.7,6,3.43,4.0,False,0.6316989737742303
NV,93,408,No,No,0,114.3,100.0,19.43,221.1,103.0,18.79,126.3,88.0,5.68,10.9,9,2.94,0.0,False,0.3258266818700114
IN,101,415,No,Yes,33,219.7,137.0,37.35,186.8,94.0,15.88,184.5,113.0,8.3,9.5,2,2.57,2.0,False,0.6262827822120866
VA,77,510,No,No,0,144.9,136.0,24.63,151.3,115.0,12.86,252.4,73.0,11.36,12.3,3,3.32,2.0,False,0.4130558722919042
UT,105,415,No,Yes,40,236.5,111.0,40.21,117.0,110.0,9.95,221.1,115.0,9.95,8.1,3,2.19,2.0,False,0.6741733181299886
UT,133,408,No,Yes,44,174.0,80.0,29.58,209.4,113.0,17.8,224.1,87.0,10.08,14.1,7,3.81,2.0,True,0.4960091220068415
MO,131,408,No,No,0,109.5,95.0,18.62,332.1,48.0,28.23,258.6,108.0,11.64,6.6,7,1.78,1.0,False,0.3121436716077537
CT,106,510,No,Yes,33,81.6,120.0,13.87,235.6,85.0,20.03,150.9,113.0,6.79,9.9,4,2.67,1.0,False,0.2326111744583808
HI,118,415,No,No,0,133.4,113.0,22.68,121.0,92.0,10.29,254.7,129.0,11.46,5.9,4,1.59,1.0,False,0.38027366020524517
MD,125,408,No,No,0,137.1,94.0,23.31,209.8,83.0,17.83,238.4,114.0,10.73,8.6,4,2.32,1.0,False,0.39082098061573545
VA,95,415,No,No,0,197.0,88.0,33.49,190.4,68.0,16.18,211.9,104.0,9.54,16.1,8,4.35,0.0,False,0.5615735461801596
MT,80,415,No,No,0,198.1,160.0,33.68,156.7,87.0,13.32,182.1,76.0,8.19,9.3,3,2.51,3.0,False,0.564709236031927
SC,145,408,No,No,0,39.5,78.0,6.72,264.3,106.0,22.47,185.8,90.0,8.36,10.0,6,2.7,0.0,False,0.11259977194982895
CO,37,408,No,No,0,199.5,107.0,33.92,207.5,110.0,17.64,83.9,123.0,3.78,8.1,4,2.19,2.0,False,0.5687001140250855
ID,87,415,No,No,0,156.8,93.0,26.66,215.8,68.0,18.34,223.3,77.0,10.05,7.6,6,2.05,1.0,False,0.44697833523375147
AL,69,415,No,No,0,183.4,85.0,31.18,237.6,100.0,20.2,228.0,94.0,10.26,9.0,5,2.43,3.0,False,0.5228050171037628
CO,83,510,No,No,0,132.4,120.0,22.51,121.6,101.0,10.34,197.7,84.0,8.9,8.6,2,2.32,1.0,False,0.3774230330672748
UT,195,415,No,No,0,63.2,108.0,10.74,220.2,88.0,18.72,184.0,99.0,8.28,5.1,3,1.38,0.0,False,0.18015963511972635
DE,67,415,Yes,Yes,35,181.1,59.0,30.79,215.9,116.0,18.35,216.3,106.0,9.73,16.9,4,4.56,0.0,True,0.5162485746864309
OH,75,510,No,Yes,27,117.5,102.0,19.98,206.8,127.0,17.58,194.4,114.0,8.75,4.2,7,1.13,3.0,False,0.3349486887115165
RI,123,415,No,Yes,27,218.7,79.0,37.18,163.4,78.0,13.89,173.8,116.0,7.82,15.0,1,4.05,0.0,False,0.6234321550741162
FL,41,415,No,Yes,41,207.3,95.0,35.24,137.3,120.0,11.67,115.7,74.0,5.21,5.9,3,1.59,1.0,False,0.5909350057012542
OH,75,415,No,No,0,150.6,99.0,25.6,301.5,83.0,25.63,158.7,104.0,7.14,8.1,5,2.19,0.0,False,0.4293044469783352
MD,76,415,Yes,No,0,273.3,66.0,46.46,263.6,121.0,22.41,165.2,84.0,7.43,12.0,7,3.24,1.0,True,0.7790763968072976
IL,86,415,Yes,No,0,266.1,120.0,45.24,182.0,92.0,15.47,206.5,103.0,9.29,10.3,4,2.78,1.0,False,0.758551881413911
PA,140,408,No,No,0,112.8,89.0,19.18,156.7,65.0,13.32,249.6,85.0,11.23,16.3,6,4.4,0.0,False,0.3215507411630559
AZ,70,415,No,No,0,104.7,112.0,17.8,82.2,104.0,6.99,169.4,110.0,7.62,15.8,7,4.27,3.0,False,0.298460661345496
NH,121,510,No,Yes,35,193.8,62.0,32.95,197.6,97.0,16.8,218.8,95.0,9.85,5.9,4,1.59,0.0,False,0.5524515393386545
RI,112,415,No,No,0,168.6,102.0,28.66,298.0,117.0,25.33,194.7,110.0,8.76,9.8,5,2.65,1.0,False,0.4806157354618016
HI,118,415,No,No,0,253.2,122.0,43.04,201.0,78.0,17.09,195.3,108.0,8.79,9.7,7,2.62,2.0,False,0.7217787913340934
NJ,66,415,No,Yes,16,174.7,92.0,29.7,232.1,105.0,19.73,305.4,98.0,13.74,8.9,2,2.4,1.0,False,0.4980045610034207
WI,78,408,No,No,0,87.0,102.0,14.79,193.6,64.0,16.46,205.8,120.0,9.26,11.0,5,2.97,0.0,False,0.24800456100342075
MD,129,415,No,Yes,34,204.5,79.0,34.77,132.8,113.0,11.29,190.1,117.0,8.55,14.8,9,4.0,2.0,False,0.5829532497149372
OR,6,408,No,No,0,226.5,93.0,38.51,152.1,122.0,12.93,164.4,98.0,7.4,9.4,4,2.54,3.0,False,0.6456670467502851
NV,107,510,Yes,No,0,234.1,91.0,39.8,163.1,105.0,13.86,282.5,100.0,12.71,10.0,3,2.7,1.0,False,0.6673318129988597
AR,107,415,Yes,No,0,133.3,106.0,22.66,182.9,89.0,15.55,241.1,123.0,10.85,12.9,2,3.48,3.0,True,0.37998859749144814
MT,138,415,No,No,0,133.9,87.0,22.76,166.4,110.0,14.14,193.5,139.0,8.71,15.4,3,4.16,1.0,False,0.38169897377423034
CT,103,510,No,No,0,160.2,104.0,27.23,138.9,70.0,11.81,312.5,97.0,14.06,9.7,2,2.62,0.0,False,0.45667046750285056
UT,116,415,No,Yes,44,230.6,94.0,39.2,224.1,103.0,19.05,244.0,76.0,10.98,11.1,2,3.0,0.0,False,0.6573546180159635
GA,189,408,No,No,0,227.4,84.0,38.66,176.0,81.0,14.96,206.1,120.0,9.27,6.3,4,1.7,2.0,False,0.6482326111744584
NV,161,415,No,No,0,72.8,120.0,12.38,267.1,120.0,22.7,222.5,91.0,10.01,11.8,2,3.19,2.0,False,0.20752565564424172
TN,1,415,No,No,0,196.1,107.0,33.34,296.5,82.0,25.2,211.5,91.0,9.52,7.0,2,1.89,1.0,False,0.5590079817559863
DE,89,408,No,No,0,197.1,110.0,33.51,165.9,115.0,14.1,227.3,106.0,10.23,12.8,3,3.46,1.0,False,0.5618586088939567
NY,64,408,No,No,0,219.6,126.0,37.33,303.3,100.0,25.78,154.5,65.0,6.95,9.7,5,2.62,1.0,False,0.6259977194982896
MT,126,415,No,Yes,30,153.4,90.0,26.08,151.4,97.0,12.87,153.8,97.0,6.92,12.8,4,3.46,4.0,True,0.4372862029646522
IA,129,415,No,No,0,216.0,85.0,36.72,186.9,114.0,15.89,210.7,109.0,9.48,4.9,10,1.32,2.0,False,0.6157354618015963
VT,128,510,No,Yes,32,222.9,136.0,37.89,262.0,80.0,22.27,191.4,101.0,8.61,10.8,4,2.92,0.0,False,0.6354047890535918
LA,81,415,No,Yes,36,115.9,120.0,19.7,236.6,95.0,20.11,255.0,90.0,11.48,11.7,6,3.16,3.0,False,0.33038768529076395
MT,114,510,No,No,0,189.8,101.0,32.27,147.7,80.0,12.55,172.7,121.0,7.77,10.6,5,2.86,1.0,False,0.5410490307867731
NH,50,408,No,No,0,154.7,102.0,26.3,298.0,108.0,25.33,210.2,95.0,9.46,11.1,3,3.0,0.0,False,0.44099201824401363
WV,86,415,No,No,0,136.4,104.0,23.19,202.5,110.0,17.21,230.7,86.0,10.38,11.5,1,3.11,3.0,False,0.3888255416191562
ID,96,408,No,No,0,170.5,86.0,28.99,277.5,88.0,23.59,162.5,117.0,7.31,12.2,6,3.29,1.0,False,0.48603192702394526
AZ,72,510,No,No,0,272.4,88.0,46.31,107.9,125.0,9.17,185.5,81.0,8.35,12.7,2,3.43,0.0,False,0.7765108323831242
SC,64,510,No,Yes,40,210.0,116.0,35.7,232.7,89.0,19.78,168.8,94.0,7.6,5.9,4,1.59,8.0,False,0.5986316989737742
WV,57,415,Yes,Yes,17,236.5,94.0,40.21,163.1,94.0,13.86,236.7,117.0,10.65,12.2,3,3.29,2.0,False,0.6741733181299886
OH,65,510,No,No,0,153.9,117.0,26.16,220.1,122.0,18.71,280.5,147.0,12.62,8.5,3,2.3,2.0,False,0.4387115165336374
MD,163,408,No,No,0,223.0,120.0,37.91,227.0,98.0,19.3,188.3,125.0,8.47,8.8,5,2.38,1.0,False,0.6356898517673888
MD,136,415,No,No,0,252.4,74.0,42.91,167.9,81.0,14.27,248.3,110.0,11.17,10.7,3,2.89,2.0,False,0.7194982896237172
MN,116,408,No,No,0,197.9,84.0,33.64,168.1,113.0,14.29,239.8,145.0,10.79,12.0,6,3.24,1.0,False,0.564139110604333
NE,93,408,No,No,0,152.4,74.0,25.91,274.6,88.0,23.34,252.2,120.0,11.35,6.6,5,1.78,3.0,False,0.43443557582668185
MN,142,510,No,Yes,40,237.4,105.0,40.36,175.9,93.0,14.95,210.3,110.0,9.46,9.2,3,2.48,3.0,False,0.6767388825541619
NY,92,408,No,No,0,265.6,82.0,45.15,180.7,75.0,15.36,211.1,113.0,9.5,8.6,2,2.32,1.0,False,0.7571265678449259
HI,70,415,No,No,0,197.3,91.0,33.54,305.8,81.0,25.99,171.0,105.0,7.69,6.7,6,1.81,1.0,False,0.5624287343215507
MO,22,408,No,Yes,14,199.1,100.0,33.85,221.8,103.0,18.85,65.7,91.0,2.96,4.2,1,1.13,1.0,False,0.5675598631698974
NV,37,415,No,No,0,233.7,114.0,39.73,207.9,109.0,17.67,212.7,101.0,9.57,12.0,2,3.24,2.0,False,0.6661915621436716
MA,51,415,No,No,0,183.1,99.0,31.13,160.1,107.0,13.61,311.8,121.0,14.03,7.0,3,1.89,1.0,False,0.5219498289623717
NH,174,408,No,No,0,139.4,96.0,23.7,143.4,108.0,12.19,225.2,107.0,10.13,10.0,5,2.7,2.0,False,0.3973774230330673
UT,68,415,No,No,0,213.9,112.0,36.36,260.5,100.0,22.14,233.8,97.0,10.52,8.4,3,2.27,1.0,True,0.6097491448118586
FL,130,415,No,No,0,207.1,70.0,35.21,200.1,115.0,17.01,194.2,100.0,8.74,12.4,2,3.35,1.0,False,0.5903648802736602
WA,104,415,No,No,0,139.7,78.0,23.75,202.6,119.0,17.22,203.6,102.0,9.16,11.3,5,3.05,2.0,False,0.39823261117445835
CT,134,408,No,No,0,177.2,91.0,30.12,228.7,105.0,19.44,194.3,113.0,8.74,8.9,3,2.4,2.0,False,0.5051311288483465
KY,108,415,No,Yes,35,169.8,136.0,28.87,173.7,101.0,14.76,214.6,105.0,9.66,9.5,7,2.57,2.0,False,0.48403648802736604
NM,103,415,No,No,0,173.5,83.0,29.5,244.3,65.0,20.77,221.6,66.0,9.97,9.7,2,2.62,3.0,False,0.4945838084378563
ND,62,510,No,No,0,159.9,100.0,27.18,172.2,99.0,14.64,263.2,109.0,11.84,5.6,4,1.51,1.0,False,0.45581527936145955
NV,162,415,No,No,0,115.1,89.0,19.57,196.8,111.0,16.73,212.4,98.0,9.56,11.4,3,3.08,2.0,False,0.32810718358038765
CA,93,510,No,Yes,19,136.8,113.0,23.26,179.5,105.0,15.26,71.1,95.0,3.2,12.5,3,3.38,2.0,False,0.3899657924743444
ID,42,415,No,No,0,92.2,108.0,15.67,211.2,120.0,17.95,129.1,73.0,5.81,13.1,6,3.54,1.0,False,0.2628278221208666
OK,155,415,No,Yes,23,243.9,112.0,41.46,133.0,106.0,11.31,213.7,123.0,9.62,13.4,11,3.62,2.0,False,0.6952679589509692
IA,36,510,No,No,0,117.1,94.0,19.91,235.4,117.0,20.01,221.3,108.0,9.96,9.0,2,2.43,0.0,False,0.33380843785632835
OH,143,415,No,No,0,223.3,99.0,37.96,167.1,128.0,14.2,203.0,84.0,9.14,4.5,4,1.22,0.0,True,0.63654503990878
NJ,197,510,No,No,0,154.8,111.0,26.32,171.5,102.0,14.58,227.3,86.0,10.23,10.6,2,2.86,3.0,False,0.44127708095781076
IA,81,510,No,No,0,261.4,141.0,44.44,215.7,102.0,18.33,271.8,96.0,12.23,8.0,6,2.16,1.0,True,0.7451539338654503
DE,138,510,Yes,No,0,46.5,104.0,7.91,186.0,114.0,15.81,167.5,95.0,7.54,9.6,4,2.59,4.0,True,0.13255416191562144
CA,103,415,No,Yes,18,149.9,84.0,25.48,170.9,84.0,14.53,171.5,112.0,7.72,11.5,7,3.11,0.0,True,0.427309007981756
WY,127,510,Yes,No,0,242.2,102.0,41.17,226.1,80.0,19.22,252.0,96.0,11.34,13.9,5,3.75,2.0,True,0.6904218928164195
OR,136,510,No,No,0,259.4,99.0,44.1,172.7,125.0,14.68,293.7,78.0,13.22,10.7,6,2.89,1.0,True,0.7394526795895096
ME,99,415,No,No,0,222.4,102.0,37.81,185.8,89.0,15.79,237.7,81.0,10.7,12.0,8,3.24,2.0,False,0.6339794754846066
AR,95,415,No,No,0,69.4,79.0,11.8,190.8,109.0,16.22,219.9,102.0,9.9,8.9,5,2.4,0.0,False,0.19783352337514254
ME,118,408,Yes,Yes,21,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3,3.0,4.0,True,0.4461231470923603
WV,113,415,No,No,0,61.2,111.0,10.4,92.3,88.0,7.85,197.4,114.0,8.88,13.7,3,3.7,5.0,True,0.17445838084378565
PA,128,408,Yes,No,0,245.2,112.0,41.68,101.5,101.0,8.63,152.3,116.0,6.85,10.7,5,2.89,0.0,False,0.6989737742303306
HI,117,408,No,No,0,102.3,100.0,17.39,135.2,104.0,11.49,199.7,93.0,8.99,15.7,10,4.24,3.0,False,0.2916191562143671
MT,48,415,No,Yes,36,230.9,92.0,39.25,167.6,121.0,14.25,270.0,87.0,12.15,7.6,4,2.05,3.0,False,0.6582098061573546
DC,81,510,Yes,No,0,227.4,105.0,38.66,211.5,120.0,17.98,258.2,113.0,11.62,11.9,3,3.21,0.0,False,0.6482326111744584
AR,57,510,No,No,0,192.8,68.0,32.78,158.0,86.0,13.43,235.5,105.0,10.6,12.7,6,3.43,1.0,False,0.5496009122006842
MS,140,408,No,No,0,162.6,98.0,27.64,206.2,109.0,17.53,141.6,66.0,6.37,8.2,2,2.21,1.0,False,0.4635119726339794
OH,107,510,No,Yes,38,219.4,92.0,37.3,180.5,73.0,15.34,104.1,91.0,4.68,11.0,1,2.97,2.0,False,0.6254275940706956
MO,56,415,No,No,0,137.2,111.0,23.32,165.9,119.0,14.1,182.3,72.0,8.2,14.3,4,3.86,1.0,False,0.39110604332953247
TX,159,415,No,No,0,87.7,103.0,14.91,278.2,97.0,23.65,170.6,93.0,7.68,10.5,10,2.84,1.0,False,0.25
MD,102,415,No,No,0,271.1,80.0,46.09,172.0,133.0,14.62,169.2,105.0,7.61,10.3,5,2.78,1.0,False,0.7728050171037628
CT,107,408,No,No,0,103.4,94.0,17.58,189.3,125.0,16.09,227.2,125.0,10.22,14.4,3,3.89,1.0,False,0.29475484606613456
SC,106,408,No,No,0,52.2,106.0,8.87,220.1,113.0,18.71,112.3,95.0,5.05,11.4,2,3.08,2.0,False,0.14880273660205245
MI,225,415,No,No,0,165.4,106.0,28.12,273.7,109.0,23.26,210.0,93.0,9.45,8.7,3,2.35,0.0,True,0.4714937286202965
SD,75,408,No,No,0,147.5,110.0,25.08,191.7,97.0,16.29,135.0,68.0,6.08,16.4,3,4.43,2.0,False,0.4204675028506271
CO,86,415,No,No,0,217.8,93.0,37.03,214.7,95.0,18.25,228.7,70.0,10.29,11.3,7,3.05,0.0,False,0.620866590649943
ID,169,415,No,No,0,235.7,79.0,40.07,136.9,85.0,11.64,220.9,97.0,9.94,13.3,10,3.59,1.0,False,0.6718928164196123
AZ,122,510,No,Yes,22,204.5,92.0,34.77,139.6,121.0,11.87,205.0,103.0,9.23,8.6,5,2.32,2.0,False,0.5829532497149372
FL,106,408,No,No,0,178.4,143.0,30.33,247.0,123.0,21.0,259.9,105.0,11.7,9.6,2,2.59,0.0,False,0.508551881413911
MN,52,415,No,Yes,32,130.1,68.0,22.12,247.2,77.0,21.01,289.4,87.0,13.02,13.5,5,3.65,2.0,False,0.370866590649943
DE,79,415,No,Yes,34,103.7,100.0,17.63,236.3,78.0,20.09,256.6,102.0,11.55,14.8,4,4.0,2.0,False,0.29561003420752563
MI,135,415,No,No,0,239.9,91.0,40.78,177.1,104.0,15.05,217.2,118.0,9.77,5.9,3,1.59,2.0,False,0.6838654503990877
MS,70,408,No,No,0,148.4,110.0,25.23,267.1,90.0,22.7,151.5,101.0,6.82,8.9,4,2.4,0.0,False,0.42303306727480045
MA,80,408,No,No,0,148.6,106.0,25.26,210.8,65.0,17.92,203.7,86.0,9.17,10.0,2,2.7,2.0,False,0.4236031927023945
CA,37,415,No,No,0,191.1,69.0,32.49,129.2,113.0,10.98,207.5,117.0,9.34,12.9,1,3.48,0.0,False,0.5447548460661346
MN,161,415,No,Yes,39,218.5,76.0,37.15,112.7,94.0,9.58,205.1,121.0,9.23,7.3,4,1.97,1.0,False,0.6228620296465223
VT,137,510,No,No,0,97.5,95.0,16.58,195.8,82.0,16.64,288.8,78.0,13.0,0.0,0,0.0,1.0,False,0.27793614595210947
CT,123,415,No,No,0,128.7,126.0,21.88,117.6,94.0,10.0,198.4,132.0,8.93,10.8,5,2.92,0.0,False,0.3668757126567844
WV,80,415,No,Yes,38,236.6,69.0,40.22,197.5,68.0,16.79,209.5,102.0,9.43,9.5,10,2.57,2.0,False,0.6744583808437856
WV,94,415,No,No,0,85.9,113.0,14.6,226.7,91.0,19.27,279.6,110.0,12.58,15.6,16,4.21,0.0,False,0.24486887115165337
NE,105,415,No,Yes,27,141.2,96.0,24.0,167.7,94.0,14.25,274.4,101.0,12.35,11.4,2,3.08,1.0,False,0.4025085518814139
NC,73,415,No,Yes,31,194.4,104.0,33.05,176.0,84.0,14.96,230.1,110.0,10.35,11.5,3,3.11,0.0,False,0.5541619156214367
NE,112,415,No,No,0,167.6,100.0,28.49,154.5,90.0,13.13,281.4,107.0,12.66,17.3,3,4.67,2.0,False,0.47776510832383123
IL,179,408,No,No,0,234.5,134.0,39.87,164.2,94.0,13.96,191.4,72.0,8.61,6.1,4,1.65,1.0,False,0.6684720638540479
MA,57,510,No,No,0,154.2,78.0,26.21,196.7,85.0,16.72,253.5,97.0,11.41,10.1,9,2.73,1.0,False,0.43956670467502845
AZ,127,415,No,Yes,14,143.2,99.0,24.34,169.9,91.0,14.44,221.6,77.0,9.97,11.6,1,3.13,1.0,False,0.4082098061573546
SD,122,415,Yes,Yes,40,216.4,80.0,36.79,249.7,90.0,21.22,185.9,99.0,8.37,12.7,4,3.43,1.0,False,0.6168757126567845
MT,33,510,No,Yes,35,161.9,85.0,27.52,151.2,82.0,12.85,191.0,131.0,8.59,8.5,2,2.3,1.0,False,0.46151653363740025
VT,94,408,No,No,0,118.7,90.0,20.18,205.1,57.0,17.43,172.2,100.0,7.75,10.4,6,2.81,3.0,False,0.33836944127708096
UT,100,408,No,No,0,179.1,123.0,30.45,196.6,132.0,16.71,186.7,116.0,8.4,10.2,10,2.75,1.0,False,0.5105473204104902
HI,106,415,No,No,0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80.0,7.29,8.8,5,2.38,2.0,False,0.42160775370581527
DC,148,415,No,Yes,38,209.2,110.0,35.56,116.6,73.0,9.91,109.6,105.0,4.93,16.5,4,4.46,2.0,False,0.5963511972633979
WI,120,415,No,Yes,29,244.3,140.0,41.53,322.3,89.0,27.4,166.8,83.0,7.51,10.6,6,2.86,0.0,False,0.6964082098061574
UT,91,415,No,Yes,34,175.3,96.0,29.8,262.3,122.0,22.3,143.9,76.0,6.48,5.6,11,1.51,1.0,False,0.499714937286203
WA,86,510,No,No,0,150.5,92.0,25.59,120.3,95.0,10.23,271.2,96.0,12.2,9.0,2,2.43,1.0,False,0.4290193842645382
SD,78,415,No,Yes,25,197.4,73.0,33.56,295.7,113.0,25.13,211.7,73.0,9.53,13.2,2,3.56,0.0,False,0.5627137970353477
MT,94,510,No,No,0,163.5,136.0,27.8,143.7,111.0,12.21,253.4,82.0,11.4,12.6,5,3.4,1.0,False,0.4660775370581528
NJ,85,415,No,No,0,236.9,93.0,40.27,197.7,113.0,16.8,309.1,78.0,13.91,11.4,7,3.08,2.0,True,0.6753135689851767
CT,89,415,No,No,0,82.3,77.0,13.99,167.2,80.0,14.21,194.7,70.0,8.76,7.2,4,1.94,1.0,False,0.2346066134549601
VA,128,415,No,No,0,216.0,111.0,36.72,153.7,115.0,13.06,227.0,74.0,10.22,12.7,4,3.43,1.0,False,0.6157354618015963
NC,115,415,Yes,No,0,180.0,119.0,30.6,198.8,126.0,16.9,217.1,70.0,9.77,12.4,3,3.35,1.0,False,0.5131128848346637
AK,76,415,No,No,0,143.7,55.0,24.43,173.1,108.0,14.71,239.1,95.0,10.76,5.8,6,1.57,1.0,False,0.40963511972633976
MD,75,415,No,Yes,39,198.2,107.0,33.69,280.4,132.0,23.83,129.6,73.0,5.83,11.3,7,3.05,1.0,False,0.564994298745724
IL,90,415,No,Yes,29,185.6,106.0,31.55,219.7,113.0,18.67,152.1,120.0,6.84,11.1,5,3.0,2.0,False,0.5290763968072976
CT,30,408,No,No,0,137.6,108.0,23.39,162.0,80.0,13.77,187.7,126.0,8.45,5.8,10,1.57,3.0,False,0.3922462941847206
KS,105,415,Yes,No,0,273.9,119.0,46.56,278.6,103.0,23.68,255.3,90.0,11.49,10.9,7,2.94,1.0,True,0.7807867730900797
MA,102,415,No,Yes,31,125.3,92.0,21.3,141.2,108.0,12.0,168.2,68.0,7.57,6.3,2,1.7,3.0,False,0.3571835803876853
NJ,83,415,No,No,0,178.8,102.0,30.4,167.9,84.0,14.27,178.9,65.0,8.05,8.6,4,2.32,3.0,False,0.5096921322690993
AR,63,510,No,Yes,49,214.9,86.0,36.53,198.2,89.0,16.85,170.8,139.0,7.69,8.2,5,2.21,0.0,False,0.612599771949829
MS,155,408,No,No,0,163.0,93.0,27.71,203.9,102.0,17.33,159.0,109.0,7.15,15.1,4,4.08,2.0,False,0.4646522234891676
ND,82,415,No,Yes,29,163.8,77.0,27.85,134.9,112.0,11.47,79.3,95.0,3.57,8.8,2,2.38,2.0,False,0.46693272519954393
IN,87,510,No,No,0,189.5,113.0,32.22,204.9,100.0,17.42,221.7,93.0,9.98,13.4,3,3.62,1.0,False,0.540193842645382
MI,115,415,No,Yes,26,155.2,110.0,26.38,230.9,133.0,19.63,261.6,100.0,11.77,4.5,4,1.22,0.0,False,0.4424173318129988
AR,99,510,Yes,No,0,242.3,102.0,41.19,350.9,102.0,29.83,163.1,93.0,7.34,11.3,3,3.05,0.0,True,0.6907069555302167
VT,121,415,Yes,Yes,44,254.1,127.0,43.2,180.2,108.0,15.32,196.2,129.0,8.83,8.7,4,2.35,3.0,False,0.7243443557582668
WV,54,510,No,Yes,33,112.0,90.0,19.04,208.0,112.0,17.68,150.3,83.0,6.76,11.3,4,3.05,2.0,False,0.31927023945267957
ME,105,408,No,No,0,115.5,73.0,19.64,267.3,83.0,22.72,114.2,90.0,5.14,13.3,5,3.59,3.0,False,0.3292474344355758
IA,73,415,No,No,0,137.1,102.0,23.31,210.8,114.0,17.92,191.4,120.0,8.61,11.1,4,3.0,1.0,False,0.39082098061573545
CT,95,415,No,No,0,198.4,113.0,33.73,235.9,144.0,20.05,325.6,99.0,14.65,10.1,3,2.73,0.0,False,0.5655644241733181
NM,21,415,No,Yes,19,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7,3.48,3.0,False,0.3782782212086659
OR,163,408,No,Yes,25,219.6,99.0,37.33,210.4,99.0,17.88,242.7,88.0,10.92,13.8,8,3.73,2.0,False,0.6259977194982896
VT,57,415,No,No,0,169.6,96.0,28.83,234.7,112.0,19.95,285.4,83.0,12.84,11.2,4,3.02,0.0,False,0.48346636259977194
RI,104,408,Yes,No,0,160.4,73.0,27.27,293.9,103.0,24.98,306.6,90.0,13.8,12.6,5,3.4,4.0,False,0.4572405929304447
RI,83,415,No,Yes,20,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2,3.02,0.0,False,0.2708095781071836
NM,141,415,No,No,0,160.1,87.0,27.22,256.7,120.0,21.82,270.0,107.0,12.15,7.0,1,1.89,2.0,False,0.45638540478905354
AL,95,415,No,No,0,194.6,114.0,33.08,232.8,106.0,19.79,173.4,92.0,7.8,3.8,2,1.03,3.0,False,0.5547320410490307
MT,184,415,No,No,0,236.4,73.0,40.19,287.3,120.0,24.42,192.0,94.0,8.64,13.8,4,3.73,1.0,True,0.6738882554161916
CT,74,408,No,No,0,157.1,95.0,26.71,213.1,36.0,18.11,280.4,77.0,12.62,7.6,3,2.05,2.0,False,0.4478335233751425
TN,67,415,No,No,0,179.8,125.0,30.57,173.2,86.0,14.72,272.8,97.0,12.28,10.9,4,2.94,0.0,False,0.5125427594070696
ID,104,415,Yes,No,0,148.2,108.0,25.19,161.8,113.0,13.75,259.3,103.0,11.67,11.0,4,2.97,0.0,False,0.42246294184720634
TX,71,415,No,Yes,39,183.2,103.0,31.14,209.4,111.0,17.8,172.4,109.0,7.76,11.9,6,3.21,1.0,False,0.5222348916761687
NH,149,415,No,No,0,119.2,88.0,20.26,168.3,110.0,14.31,204.7,119.0,9.21,12.2,6,3.29,4.0,True,0.33979475484606614
ND,154,408,No,Yes,35,224.0,102.0,38.08,192.0,99.0,16.32,163.1,100.0,7.34,9.6,2,2.59,0.0,False,0.6385404789053591
SC,138,510,No,Yes,21,19.5,149.0,3.32,140.9,109.0,11.98,179.7,111.0,8.09,7.9,1,2.13,0.0,False,0.05558722919042189
KS,117,415,No,No,0,184.8,83.0,31.42,248.6,101.0,21.13,133.1,113.0,5.99,9.6,8,2.59,1.0,False,0.5267958950969214
ME,130,408,No,No,0,176.3,140.0,29.97,201.0,104.0,17.09,161.9,123.0,7.29,11.3,5,3.05,1.0,False,0.5025655644241733
RI,73,415,No,No,0,241.7,115.0,41.09,168.5,133.0,14.32,169.8,122.0,7.64,11.1,2,3.0,2.0,False,0.6889965792474344
WI,100,510,No,Yes,38,224.7,121.0,38.2,294.0,131.0,24.99,290.0,61.0,13.05,9.8,6,2.65,0.0,False,0.6405359179019384
NC,149,510,No,No,0,207.3,115.0,35.24,198.4,82.0,16.86,114.1,83.0,5.13,8.6,4,2.32,1.0,False,0.5909350057012542
OH,29,408,No,No,0,196.8,81.0,33.46,168.0,110.0,14.28,132.6,98.0,5.97,12.7,7,3.43,2.0,False,0.5610034207525656
WY,131,510,No,No,0,110.9,74.0,18.85,115.6,90.0,9.83,190.5,114.0,8.57,15.8,9,4.27,1.0,False,0.3161345496009122
NJ,153,510,No,No,0,122.5,145.0,20.83,273.3,103.0,23.23,197.8,71.0,8.9,8.0,3,2.16,2.0,False,0.34920182440136827
